hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,customer_type,adr,required_car_parking_spaces,total_of_special_requests,adr_bin,is_international
City Hotel,0,5,2017,March,1,1,0,0,BB,MEX,Direct,Direct,0,0,0,E,0,No Deposit,0,Transient,143.0,0,0,101-150,True
Resort Hotel,0,0,2016,April,0,2,0,0,BB,ESP,Direct,TA/TO,1,0,1,A,0,No Deposit,0,Transient,55.0,0,1,51-100,True
Resort Hotel,1,243,2015,September,0,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,0,No Deposit,240,Transient-Party,99.0,0,1,51-100,True
City Hotel,1,284,2017,April,2,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,104.4,0,0,101-150,True
City Hotel,1,358,2016,June,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,62.0,0,0,51-100,True
City Hotel,1,50,2017,May,1,2,2,0,BB,AGO,Online TA,TA/TO,0,0,0,F,0,No Deposit,9,Transient,274.5,0,0,150+,True
Resort Hotel,1,57,2016,June,0,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,141.0,0,0,101-150,True
Resort Hotel,0,15,2016,March,0,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,196,Transient,30.0,0,1,0-50,True
City Hotel,1,33,2016,August,0,1,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,149.4,0,0,101-150,True
City Hotel,0,12,2015,July,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1,Transient-Party,62.0,0,0,51-100,True
Resort Hotel,0,30,2016,November,0,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,1,No Deposit,240,Transient,93.0,0,1,51-100,True
City Hotel,0,1,2017,August,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,152,Transient,126.19,0,0,101-150,True
Resort Hotel,0,1,2016,February,0,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,175,Transient,27.5,1,0,0-50,True
City Hotel,0,0,2015,November,0,1,0,0,BB,AUS,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,79.0,0,0,51-100,True
Resort Hotel,0,0,2016,January,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,44.0,1,0,0-50,True
City Hotel,1,292,2015,August,0,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1,Transient-Party,62.0,0,0,51-100,True
City Hotel,0,105,2017,June,1,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,126.0,0,2,101-150,True
City Hotel,0,36,2016,December,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,85,Transient,0.0,0,0,,True
City Hotel,1,70,2017,August,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,160.0,0,0,150+,True
Resort Hotel,0,3,2016,May,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,89.0,0,1,51-100,True
City Hotel,1,73,2017,April,1,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,Transient,99.0,0,0,51-100,True
Resort Hotel,0,236,2016,May,0,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,1,No Deposit,315,Transient-Party,48.0,0,0,0-50,True
Resort Hotel,0,0,2016,January,0,2,0,0,BB,ITA,Online TA,TA/TO,1,0,0,D,0,No Deposit,0,Transient,44.8,0,0,0-50,True
City Hotel,1,224,2015,September,1,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1,Transient,90.0,0,0,51-100,True
City Hotel,1,373,2017,April,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,229,Transient,90.0,0,0,51-100,True
City Hotel,0,95,2017,August,1,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,138,Transient,80.1,0,1,51-100,True
City Hotel,0,43,2017,May,1,1,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,111.2,0,0,101-150,True
City Hotel,1,0,2015,September,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1,Transient-Party,6.0,0,0,0-50,True
City Hotel,0,165,2017,March,1,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,88.4,0,3,51-100,True
City Hotel,0,91,2016,July,2,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,146.7,0,0,101-150,True
Resort Hotel,0,0,2015,October,0,0,0,0,SC,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,0.0,0,0,,True
City Hotel,1,295,2015,August,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,No Deposit,1,Transient-Party,62.8,0,0,51-100,True
Resort Hotel,0,8,2016,October,1,2,0,0,BB,GBR,Groups,Corporate,0,0,0,A,1,No Deposit,0,Transient-Party,56.0,1,0,51-100,True
Resort Hotel,1,312,2017,March,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,298,Transient-Party,30.0,0,0,0-50,True
City Hotel,1,117,2015,August,2,2,0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,17,Transient-Party,94.5,0,0,51-100,True
Resort Hotel,1,16,2016,July,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,105.0,0,0,101-150,True
Resort Hotel,0,6,2016,November,1,2,0,0,BB,BEL,Online TA,TA/TO,1,0,1,D,0,No Deposit,240,Transient,56.0,0,4,51-100,True
Resort Hotel,1,77,2015,December,1,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,0,No Deposit,240,Transient,108.0,0,0,101-150,True
Resort Hotel,0,123,2016,October,2,2,0,0,BB,SWE,Groups,Corporate,0,0,0,E,3,No Deposit,0,Transient-Party,75.0,1,0,51-100,True
Resort Hotel,0,96,2015,July,1,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,250,Transient,157.0,1,0,150+,True
City Hotel,0,102,2017,April,1,1,0,0,BB,IRL,Groups,TA/TO,0,0,0,A,1,No Deposit,0,Transient-Party,90.0,0,0,51-100,True
City Hotel,0,117,2016,June,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,3,No Deposit,9,Transient-Party,105.26,0,0,101-150,True
City Hotel,0,172,2016,August,0,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,137.7,0,1,101-150,True
Resort Hotel,0,52,2017,June,3,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,2,No Deposit,531,Transient,147.69,0,2,101-150,True
City Hotel,0,6,2015,October,0,1,0,0,HB,ISR,Groups,TA/TO,0,0,0,A,1,No Deposit,37,Transient-Party,86.0,0,0,51-100,True
Resort Hotel,0,0,2016,February,0,1,0,0,BB,NLD,Corporate,Corporate,1,0,0,A,2,No Deposit,0,Transient,30.0,1,0,0-50,True
City Hotel,0,46,2017,February,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,97.2,0,0,51-100,True
Resort Hotel,0,115,2015,September,2,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40,Contract,107.5,0,0,101-150,True
City Hotel,0,118,2016,June,1,1,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,0,No Deposit,191,Transient-Party,110.0,0,0,101-150,True
City Hotel,0,192,2017,May,0,2,0,0,BB,ISR,Direct,Direct,0,0,0,A,2,No Deposit,14,Transient,117.1,1,2,101-150,True
Resort Hotel,0,1,2016,March,0,2,0,0,BB,PRT,Online TA,TA/TO,1,0,2,A,0,No Deposit,240,Transient,48.0,0,1,0-50,True
City Hotel,1,213,2016,June,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,19,Transient,130.0,0,0,101-150,True
City Hotel,1,142,2017,June,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,3,Transient,125.0,0,0,101-150,True
City Hotel,0,107,2016,December,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28,Transient,103.57,0,0,101-150,True
City Hotel,0,270,2016,April,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,21,Transient-Party,80.0,0,0,51-100,True
City Hotel,0,0,2015,August,0,0,0,0,BB,PRT,Online TA,Direct,1,0,0,F,0,No Deposit,0,Contract,0.0,0,2,,True
Resort Hotel,1,468,2016,May,0,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,0,No Deposit,249,Transient-Party,67.0,0,0,51-100,True
City Hotel,0,6,2015,October,0,2,0,0,BB,ISR,Groups,TA/TO,0,0,0,A,1,No Deposit,37,Transient-Party,75.0,0,0,51-100,True
Resort Hotel,0,1,2016,December,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,43.0,0,3,0-50,True
City Hotel,0,1,2016,April,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,122.67,0,0,101-150,True
City Hotel,0,227,2017,June,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,157.5,0,1,150+,True
Resort Hotel,0,11,2016,November,2,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,1,No Deposit,240,Transient,63.0,0,1,51-100,True
City Hotel,0,1,2016,November,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,4,A,0,No Deposit,0,Transient,67.0,1,1,51-100,True
City Hotel,0,142,2016,September,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,168,Transient,101.15,0,0,101-150,True
City Hotel,1,104,2016,April,0,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,96.0,0,0,51-100,True
City Hotel,0,40,2016,November,2,2,1,0,BB,RUS,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,Transient,134.0,0,0,101-150,True
Resort Hotel,0,8,2016,September,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,Transient,115.0,1,3,101-150,True
Resort Hotel,0,460,2015,August,2,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,40,Contract,77.54,0,0,51-100,True
City Hotel,0,5,2016,July,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,149.0,0,1,101-150,True
City Hotel,1,265,2017,May,1,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,1,No Deposit,7,Transient,139.5,0,1,101-150,True
City Hotel,0,151,2016,July,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,Transient,110.58,1,1,101-150,True
City Hotel,1,26,2016,June,0,2,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,0,No Deposit,191,Transient-Party,120.0,0,0,101-150,True
Resort Hotel,0,1,2016,January,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,0,No Deposit,0,Transient,61.0,0,0,51-100,True
City Hotel,0,184,2017,July,0,2,3,0,BB,ARM,Direct,Direct,0,0,0,G,0,No Deposit,14,Transient,251.7,0,0,150+,True
City Hotel,0,414,2017,July,0,1,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,1,No Deposit,6,Transient-Party,95.5,0,0,51-100,True
City Hotel,0,28,2017,March,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,28,Contract,68.0,0,0,51-100,True
City Hotel,1,41,2016,August,1,2,2,0,BB,BRA,Direct,Direct,0,0,0,E,0,No Deposit,14,Transient,183.3,0,0,150+,True
City Hotel,1,273,2016,May,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,21,Transient,95.0,0,0,51-100,True
Resort Hotel,0,147,2016,July,1,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,196,Transient,150.0,0,2,101-150,True
City Hotel,0,76,2015,September,0,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,0,No Deposit,1,Transient-Party,62.0,0,0,51-100,True
Resort Hotel,1,74,2015,October,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,86.0,0,2,51-100,True
City Hotel,1,206,2017,April,0,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,130.5,0,3,101-150,True
City Hotel,0,0,2015,September,0,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,0,No Deposit,9,Contract,195.0,0,1,150+,True
Resort Hotel,0,0,2016,February,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,0,No Deposit,0,Transient,51.0,1,0,51-100,True
Resort Hotel,0,80,2016,April,0,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,0,No Deposit,67,Transient-Party,68.0,0,0,51-100,True
City Hotel,1,151,2017,May,2,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,0,Non Refund,0,Transient,95.0,0,0,51-100,True
Resort Hotel,0,0,2016,February,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,1,No Deposit,0,Transient,38.0,0,0,0-50,True
Resort Hotel,0,0,2016,June,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,109.0,0,0,101-150,True
City Hotel,1,322,2016,December,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,20,Transient,52.0,0,0,51-100,True
Resort Hotel,1,135,2016,October,2,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,Transient,68.0,0,0,51-100,True
City Hotel,1,13,2015,August,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,0,No Deposit,9,Transient,85.29,0,1,51-100,True
Resort Hotel,0,3,2016,September,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,121.0,1,1,101-150,True
City Hotel,0,2,2016,May,0,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,176.0,0,1,150+,True
City Hotel,1,129,2017,January,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,0,Non Refund,0,Transient,67.0,0,0,51-100,True
Resort Hotel,0,226,2016,May,0,1,0,0,BB,GBR,Groups,Direct,0,0,0,A,3,Non Refund,0,Transient-Party,60.0,0,0,51-100,True
City Hotel,1,207,2015,September,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,No Deposit,20,Transient,48.0,0,0,0-50,True
Resort Hotel,0,4,2017,February,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,C,0,No Deposit,240,Transient,78.0,0,1,51-100,True
Resort Hotel,0,27,2017,May,0,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,1,No Deposit,250,Transient,94.0,0,1,51-100,True
Resort Hotel,0,5,2015,November,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,Transient,58.0,0,1,51-100,True
City Hotel,0,204,2015,August,0,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient-Party,76.5,0,3,51-100,True
City Hotel,1,21,2015,September,0,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,Non Refund,1,Transient,170.0,0,0,150+,True
City Hotel,0,3,2016,May,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28,Transient,92.7,0,0,51-100,True
City Hotel,0,157,2016,May,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Contract,127.0,0,0,101-150,True
City Hotel,1,56,2016,June,0,2,0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,0,No Deposit,191,Transient-Party,120.0,0,0,101-150,True
City Hotel,1,38,2015,October,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Contract,105.12,0,2,101-150,True
Resort Hotel,0,1,2016,December,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,49.0,1,0,0-50,True
City Hotel,1,34,2015,December,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,19,Transient,90.0,0,0,51-100,True
Resort Hotel,0,62,2017,August,0,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,241,Transient,185.99,0,1,150+,True
City Hotel,0,31,2016,June,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,3,No Deposit,3,Transient-Party,100.0,0,0,51-100,True
Resort Hotel,1,215,2016,August,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,240,Transient,240.0,0,0,150+,True
City Hotel,0,1,2017,May,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,27,Transient,109.0,0,0,101-150,True
City Hotel,1,204,2017,January,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,97.75,0,0,51-100,True
City Hotel,1,150,2017,July,0,2,1,0,HB,GBR,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,Transient,190.8,0,0,150+,True
Resort Hotel,1,161,2016,September,0,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,Transient,102.33,0,0,101-150,True
City Hotel,0,20,2017,April,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,135.0,0,0,101-150,True
City Hotel,0,22,2017,July,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,120.0,0,1,101-150,True
City Hotel,0,11,2015,August,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,Contract,95.33,0,1,51-100,True
City Hotel,0,292,2016,July,0,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6,Transient-Party,115.0,0,0,101-150,True
Resort Hotel,1,124,2017,April,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,1,Non Refund,492,Transient,80.0,0,0,51-100,True
Resort Hotel,0,30,2017,April,2,2,0,0,BB,BRA,Direct,Direct,0,0,0,A,1,No Deposit,250,Transient,81.0,1,0,51-100,True
City Hotel,0,24,2016,November,0,2,0,0,BB,PRT,Complementary,Direct,0,0,0,A,0,No Deposit,0,Transient,0.0,0,1,,True
Resort Hotel,0,53,2016,April,0,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,Transient,133.0,1,0,101-150,True
Resort Hotel,1,277,2016,June,2,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0,Transient,110.0,0,0,101-150,True
City Hotel,0,8,2015,October,0,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,22,Transient,85.0,0,0,51-100,True
City Hotel,0,301,2016,July,1,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6,Transient-Party,115.0,0,1,101-150,True
City Hotel,1,279,2016,October,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,98,Transient,110.0,0,0,101-150,True
City Hotel,0,0,2017,February,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0,Transient,93.0,0,0,51-100,True
City Hotel,0,29,2016,December,0,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,0,No Deposit,0,Transient-Party,85.0,0,0,51-100,True
City Hotel,1,120,2017,July,2,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,0,No Deposit,9,Transient,198.0,0,0,150+,True
Resort Hotel,0,19,2017,August,2,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,241,Transient,175.14,1,1,150+,True
City Hotel,0,120,2016,September,0,2,0,0,BB,ISR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,83,Transient,108.57,0,0,101-150,True
Resort Hotel,0,2,2017,July,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0,Transient,160.0,0,0,150+,True
Resort Hotel,0,2,2017,May,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,75.0,0,1,51-100,True
City Hotel,0,95,2016,April,0,2,0,0,HB,AUT,Groups,TA/TO,0,0,0,A,0,No Deposit,35,Transient-Party,98.0,0,0,51-100,True
City Hotel,1,71,2016,June,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,236,Transient,120.0,0,0,101-150,True
City Hotel,0,30,2016,November,1,2,0,0,BB,USA,Direct,Direct,0,0,0,D,0,No Deposit,14,Transient,94.5,0,0,51-100,True
City Hotel,1,398,2016,August,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,62.0,0,0,51-100,True
City Hotel,0,23,2016,May,1,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,7,Transient,143.99,0,1,101-150,True
City Hotel,0,301,2016,July,1,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6,Transient-Party,115.0,0,1,101-150,True
City Hotel,0,89,2017,April,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,83.16,0,1,51-100,True
City Hotel,0,99,2017,August,1,3,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,195.0,0,2,150+,True
City Hotel,1,37,2016,December,0,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,108.8,0,1,101-150,True
City Hotel,0,100,2015,October,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,1,No Deposit,1,Transient-Party,0.0,0,0,,True
City Hotel,1,36,2015,October,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,13,Group,75.6,0,0,51-100,True
City Hotel,1,615,2017,March,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1,Transient,62.0,0,0,51-100,True
City Hotel,1,69,2016,June,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,236,Transient,120.0,0,0,101-150,True
City Hotel,0,10,2015,December,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28,Transient,58.0,0,0,51-100,True
Resort Hotel,1,30,2016,June,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,Transient,90.0,0,0,51-100,True
City Hotel,0,12,2015,October,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,3,Transient-Party,72.0,0,0,51-100,True
City Hotel,1,52,2017,March,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,56,Transient,80.0,0,0,51-100,True
City Hotel,0,175,2017,June,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,3,Transient-Party,130.0,0,0,101-150,True
City Hotel,0,18,2017,April,0,1,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,Transient,115.0,0,2,101-150,True
City Hotel,0,95,2015,September,1,2,0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,1,No Deposit,9,Transient,89.25,0,2,51-100,True
City Hotel,0,18,2016,March,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,11,Transient,61.15,0,0,51-100,True
City Hotel,0,112,2017,June,2,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,3,No Deposit,9,Transient,135.0,0,1,101-150,True
City Hotel,1,168,2017,April,2,3,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,166.5,0,0,150+,True
City Hotel,1,147,2016,August,1,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,97.75,0,0,51-100,True
Resort Hotel,0,0,2017,January,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,0,No Deposit,0,Transient,35.0,0,0,0-50,True
City Hotel,1,113,2016,February,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,19,Transient,75.0,0,0,51-100,True
City Hotel,0,19,2016,April,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,1,No Deposit,7,Transient,101.27,0,1,101-150,True
City Hotel,0,2,2016,March,0,2,0,0,BB,VEN,Corporate,Corporate,0,0,0,A,1,No Deposit,0,Transient,107.0,0,0,101-150,True
City Hotel,0,178,2016,August,0,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,128.7,0,0,101-150,True
Resort Hotel,0,99,2017,March,2,2,0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,242,Transient,83.86,0,1,51-100,True
City Hotel,0,129,2017,May,1,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9,Transient,145.8,0,0,101-150,True
City Hotel,1,175,2017,May,0,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,44,Transient,90.0,0,0,51-100,True
Resort Hotel,1,157,2016,October,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,Non Refund,96,Transient,52.0,0,0,51-100,True
City Hotel,1,42,2016,August,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,52,Transient,72.0,0,0,51-100,True
City Hotel,1,151,2016,January,0,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,19,Transient-Party,80.0,0,0,51-100,True
City Hotel,0,3,2015,October,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,3,Transient-Party,70.0,0,0,51-100,True
Resort Hotel,1,148,2015,October,0,1,0,0,BB,PRT,Groups,Direct,0,0,0,A,0,Non Refund,0,Transient,39.0,0,0,0-50,True
City Hotel,1,20,2017,May,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,150.0,0,1,101-150,True
City Hotel,1,67,2017,February,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,3,Transient,80.0,0,0,51-100,True
City Hotel,0,2,2016,April,0,1,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,89.0,0,2,51-100,True
City Hotel,0,56,2016,July,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,7,Transient,88.01,0,0,51-100,True
City Hotel,1,152,2016,August,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,2,No Deposit,9,Transient,90.9,0,0,51-100,True
City Hotel,0,4,2017,January,0,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9,Transient,112.0,0,3,101-150,True
